Code,FWSurvival,DeerYear,Sex,BirthWt,MumCode,MotherStatus,MumAge
LIT76,1,1976,2,6.44,LITLH,Milk,9
TTL04,1,2004,1,5.26,LMS00,Naive,4
TTL06,1,2006,2,7.83,LMS00,True yeld,6
TTL08,1,2008,2,6.86,LMS00,True yeld,8
TTL09,1,2009,2,6.3,LMS00,Milk,9
TTL12,1,2012,2,6.92,LMS00,True yeld,12
TTL14,1,2014,1,5.05,LMS00,True yeld,14
STN09,0,2009,1,5.37,LMS05,Naive,4
STN10,0,2010,1,4.43,LMS05,Winter yeld,5
STN12,1,2012,1,7.93,LMS05,Summer yeld,7
STN13,1,2013,1,6.44,LMS05,Milk,8
STN14,1,2014,1,6.81,LMS05,Milk,9
STN15,0,2015,1,7.15,LMS05,Milk,10
CRX12,1,2012,2,8.13,LMS06,True yeld,6
TNS11,1,2011,2,6.76,LMS07,Naive,4
LPA02,1,2002,1,6.26,LMS97,Summer yeld,5
LPA03,1,2003,2,7.58,LMS97,Milk,6
LPA04,1,2004,1,7.08,LMS97,Milk,7
LPA08,1,2008,2,7.55,LMS97,Summer yeld,11
LPA09,1,2009,1,6.52,LMS97,Milk,12
LPA12,1,2012,1,6.78,LMS97,Summer yeld,15
LPA13,0,2013,1,3.92,LMS97,Milk,16
SCA91,0,1991,2,4.52,LOB86,Naive,5
SCA95,1,1995,2,7.56,LOB86,True yeld,9
GLR05,1,2005,2,6.88,LPA02,Naive,3
GLR07,1,2007,2,8.18,LPA02,True yeld,5
GLR12,1,2012,2,6.54,LPA02,Milk,10
GLR17,1,2017,1,6.6,LPA02,Milk,15
GLR20,0,2020,1,5.96,LPA02,Milk,18
PHA10,1,2010,1,7.74,LPA04,True yeld,6
PHA12,1,2012,1,7.64,LPA04,Milk,8
HUD16,0,2016,2,7.03,LPA12,Naive,4
WAG96,1,1996,1,5.98,LPW91,Milk,5
WAG97,1,1997,2,6.62,LPW91,Milk,6
WAG98,1,1998,2,7.32,LPW91,Milk,7
WAG99,1,1999,2,6.46,LPW91,Milk,8
WAG01,0,2001,1,5.94,LPW91,True yeld,10
WAG03,1,2003,2,6.81,LPW91,Milk,12
WAG04,0,2004,1,7.51,LPW91,Milk,13
WAG07,0,2007,1,4.86,LPW91,Milk,16
DOT97,1,1997,2,5.54,LPW93,Naive,4
DOT02,1,2002,1,6.72,LPW93,True yeld,9
DOT04,0,2004,2,6.98,LPW93,True yeld,11
VIX79,0,1979,2,3.9,LTF73,Naive,6
VIX80,0,1980,2,3.92,LTF73,Winter yeld,7
LTF74,1,1974,1,7.32,LTFLH,Milk,7
LTF75,1,1975,2,5.86,LTFLH,Milk,8
LTF77,1,1977,1,6.04,LTFLH,True yeld,10
LYR14,1,2014,2,7.66,LUT08,True yeld,6
LYR16,1,2016,1,6.98,LUT08,True yeld,8
LYR20,1,2020,1,6.52,LUT08,Milk,12
BAL15,0,2015,1,2.45,LUT12,Naive,3
BAL17,1,2017,1,6.54,LUT12,True yeld,5
EMU15,0,2015,2,5.74,LYR12,Naive,3
EMU16,0,2016,2,6.92,LYR12,Winter yeld,4
EMU20,1,2020,2,7.98,LYR12,Milk,8
EMU21,1,2021,1,6.78,LYR12,Milk,9
HER91,1,1991,2,7.28,MAC87,Naive,4
HER93,1,1993,1,6.59,MAC87,True yeld,6
HER95,1,1995,1,6.32,MAC87,Milk,8
GLZ15,1,2015,1,6.55,MAJ12,Naive,3
GLZ16,0,2016,1,6.43,MAJ12,Milk,4
BSQ17,0,2017,1,6.09,MAJ13,Naive,4
PLS18,1,2018,1,6.44,MAJ14,Summer yeld,4
EID97,1,1997,1,7.08,MAL93,Naive,4
EID01,1,2001,2,7.98,MAL93,True yeld,8
EID03,1,2003,1,7.22,MAL93,True yeld,10
EID05,1,2005,1,6.52,MAL93,True yeld,12
EID07,0,2007,1,6.32,MAL93,True yeld,14
EID09,0,2009,2,6.34,MAL93,True yeld,16
MAT98,0,1998,1,5.62,MAR89,True yeld,9
MRY97,1,1997,1,5.66,MAR93,Naive,4
MRY98,0,1998,1,5.68,MAR93,Milk,5
MRY99,0,1999,2,6.3,MAR93,Winter yeld,6
MRY02,1,2002,2,7.76,MAR93,True yeld,9
MRY04,0,2004,1,7.48,MAR93,True yeld,11
MRY05,0,2005,2,6.12,MAR93,Winter yeld,12
MRY06,0,2006,2,3.88,MAR93,Winter yeld,13
MEG00,1,2000,1,3.94,MAR95,Summer yeld,5
MEG04,0,2004,2,7.54,MAR95,True yeld,9
MEG06,1,2006,1,6.1,MAR95,True yeld,11
MEG07,0,2007,1,4.18,MAR95,Milk,12
MEG11,0,2011,1,6.48,MAR95,Summer yeld,16
BHN04,0,2004,2,6.35,MAS99,Naive,5
FUL85,1,1985,1,6.46,MAW79,True yeld,6
FUL86,1,1986,1,5.44,MAW79,Milk,7
FUL87,1,1987,1,6.74,MAW79,Milk,8
FUL89,1,1989,1,7.12,MAW79,True yeld,10
FUL90,1,1990,2,6.87,MAW79,Milk,11
FUL91,0,1991,2,5.46,MAW79,Milk,12
FUL93,1,1993,1,5.44,MAW79,True yeld,14
MAR87,0,1987,1,4.27,MAW83,Naive,4
MAR89,1,1989,1,6,MAW83,True yeld,6
MAR91,0,1991,2,5.71,MAW83,Summer yeld,8
MAR93,1,1993,1,5.94,MAW83,True yeld,10
MAR95,1,1995,1,5.14,MAW83,Summer yeld,12
MAR97,1,1997,1,5,MAW83,Summer yeld,14
CAF89,1,1989,1,5.96,MAX84,Naive,5
CAF91,1,1991,1,7.14,MAX84,True yeld,7
CAF93,1,1993,1,6.79,MAX84,True yeld,9
CAF96,1,1996,1,6.74,MAX84,Summer yeld,12
CAF98,1,1998,1,8.7,MAX84,True yeld,14
BAU16,1,2016,2,6.24,MCD12,Naive,4
BAU17,0,2017,2,6.35,MCD12,Milk,5
BAU18,1,2018,2,5.98,MCD12,Winter yeld,6
MRC21,1,2021,2,5.64,MCD14,Milk,7
MRC22,0,2022,2,5.02,MCD14,Milk,8
XIN16,1,2016,2,7.33,MCU12,Naive,4
XIN17,0,2017,2,7.74,MCU12,Milk,5
QIN20,1,2020,1,5.34,MCU17,Naive,3
QIN22,0,2022,2,5.94,MCU17,Milk,5
MAB16,0,2016,2,6.12,MDD13,Naive,3
MAB20,0,2020,2,8.35,MDD13,Summer yeld,7
AYE07,1,2007,2,6.18,MEE03,Naive,4
AYE16,0,2016,2,8.58,MEE03,Milk,13
USS10,0,2010,2,5.64,MEE05,Naive,5
USS15,1,2015,2,5.85,MEE05,Milk,10
USS21,0,2021,1,6.74,MEE05,True yeld,16
MGH05,0,2005,1,5.08,MEG00,Naive,5
MGH07,1,2007,2,7.02,MEG00,Summer yeld,7
MDD17,0,2017,1,7.44,MEG06,Summer yeld,11
MDD20,0,2020,1,5.81,MEG06,Milk,14
SIE82,1,1982,1,5.72,MEL75,True yeld,7
UMB80,1,1980,1,5.58,MEL76,Naive,4
UMB82,0,1982,2,6.32,MEL76,True yeld,6
UMB84,1,1984,1,5.92,MEL76,Summer yeld,8
UMB88,0,1988,1,5.58,MEL76,Summer yeld,12
QUI82,0,1982,2,5.28,MEL77,Naive,5
BST75,1,1975,2,6.51,MHO67,Milk,8
BST76,0,1976,1,5.18,MHO67,Milk,9
BST77,1,1977,1,6.58,MHO67,Winter yeld,10
UZH21,1,2021,1,4.62,MLA18,Naive,3
HAI22,0,2022,2,6.23,MLA19,Naive,3
CMT06,1,2006,2,,MLN00,Summer yeld,6
CMT10,1,2010,1,7.14,MLN00,True yeld,10
CMT11,1,2011,2,6.85,MLN00,Milk,11
CMT14,0,2014,1,8.72,MLN00,True yeld,14
BSY02,1,2002,2,6.92,MLN97,Naive,5
BSY04,1,2004,1,6.48,MLN97,True yeld,7
BSY06,1,2006,2,7.78,MLN97,True yeld,9
WSD00,1,2000,1,5.74,MLR96,Summer yeld,4
WSD05,1,2005,2,8.68,MLR96,Summer yeld,9
WSD06,1,2006,2,,MLR96,Milk,10
WSD08,1,2008,2,,MLR96,True yeld,12
WSD11,1,2011,2,,MLR96,True yeld,15
WSD14,0,2014,2,,MLR96,True yeld,18
MCU12,1,2012,1,6.74,MNG09,Naive,3
MCU15,1,2015,2,7.71,MNG09,Summer yeld,6
MCU17,1,2017,1,7.52,MNG09,Summer yeld,8
CAM11,1,2011,2,8.34,MNM07,Naive,4
CAM12,1,2012,2,8,MNM07,Milk,5
CAM13,1,2013,2,7.16,MNM07,Milk,6
CAM15,0,2015,2,9.08,MNM07,Summer yeld,8
TSU07,1,2007,2,6.74,MNS03,Naive,4
TSU10,1,2010,1,8.35,MNS03,True yeld,7
TSU16,1,2016,1,8.61,MNS03,Milk,13
DEW17,0,2017,2,6.86,MNS12,Summer yeld,5
DEW21,0,2021,1,7.24,MNS12,Summer yeld,9
PTL93,1,1993,2,4.78,MNX89,Naive,4
PTL94,0,1994,1,4.41,MNX89,Milk,5
PTL95,1,1995,2,4.47,MNX89,Winter yeld,6
PTL97,1,1997,1,5.5,MNX89,Summer yeld,8
PTL98,0,1998,1,4.65,MNX89,Milk,9
PTL00,1,2000,2,4.59,MNX89,True yeld,11
PTL02,1,2002,2,4.46,MNX89,True yeld,13
STR96,1,1996,1,7.94,MNX90,Summer yeld,6
STR00,1,2000,1,6.44,MNX90,True yeld,10
STR03,1,2003,1,8.18,MNX90,True yeld,13
CRB90,1,1990,2,7.12,MOC84,True yeld,6
CRB91,0,1991,2,6.44,MOC84,Milk,7
CRB95,1,1995,1,5.55,MOC84,Milk,11
CRB97,1,1997,1,6.98,MOC84,Milk,13
FOL75,1,1975,2,5.87,MOD72,Naive,3
FOL81,1,1981,2,7.96,MOD72,Summer yeld,9
FOL83,1,1983,1,6.28,MOD72,True yeld,11
FOL84,1,1984,2,7.4,MOD72,Milk,12
FOL86,0,1986,2,6.55,MOD72,True yeld,14
FOL88,0,1988,2,7.42,MOD72,True yeld,16
MAW79,1,1979,1,5,MOD74,Naive,5
MAW81,0,1981,2,6.43,MOD74,True yeld,7
MAW83,1,1983,1,6.62,MOD74,True yeld,9
MAW85,0,1985,2,5.84,MOD74,True yeld,11
SID76,0,1976,2,6.28,MOL70,Summer yeld,6
LAP78,0,1978,2,5.36,MOL75,Naive,3
LAP81,1,1981,1,5.78,MOL75,True yeld,6
MOD74,1,1974,1,7.52,MOM65,Milk,9
MOL75,1,1975,1,6.94,MOM65,Milk,10
MOL79,1,1979,2,6.91,MOM65,True yeld,14
MOL83,0,1983,2,4.54,MOM65,True yeld,18
MAG72,1,1972,2,4.31,MOM67,Winter yeld,5
MAG74,0,1974,2,7.68,MOM67,True yeld,7
MAG77,1,1977,1,4.56,MOM67,True yeld,10
MOP74,0,1974,2,8.02,MOM68,True yeld,6
MOP76,0,1976,1,6.98,MOM68,True yeld,8
MOP80,0,1980,2,5.94,MOM68,Summer yeld,12
MAN80,0,1980,1,7.54,MOM72,Milk,8
MAN83,0,1983,1,4.22,MOM72,Milk,11
MAN85,0,1985,2,6.71,MOM72,True yeld,13
MOM69,1,1969,2,7.12,MOMHI,Milk,8
MOM72,1,1972,1,6.62,MOMHI,Milk,11
PNT98,0,1998,2,6.96,MOO94,Naive,4
BEA00,1,2000,1,4.26,MOO96,Naive,4
BEA05,1,2005,1,7.58,MOO96,Summer yeld,9
RHY82,1,1982,2,7.34,MOS78,Naive,4
RHY84,1,1984,2,7.35,MOS78,True yeld,6
RHY86,1,1986,1,8.12,MOS78,True yeld,8
RHY88,1,1988,1,7.64,MOS78,True yeld,10
RHY92,0,1992,1,7.64,MOS78,True yeld,14
PEL87,0,1987,2,6.12,MOS83,Naive,4
PEL89,1,1989,2,6.28,MOS83,True yeld,6
PEL92,0,1992,2,7.83,MOS83,Summer yeld,9
CPY06,1,2006,2,5.24,MOU03,Naive,3
CPY08,0,2008,1,6.03,MOU03,True yeld,5
CPY09,1,2009,2,7.78,MOU03,Winter yeld,6
CPY13,0,2013,2,6.64,MOU03,Summer yeld,10
CPY19,1,2019,2,7.71,MOU03,Summer yeld,16
CPY20,0,2020,1,4.68,MOU03,Milk,17
WID85,1,1985,1,6.68,MOW71,Milk,14
LEN78,0,1978,2,7.18,MOY73,Naive,5
LEN81,1,1981,2,8.04,MOY73,True yeld,8
LEN83,1,1983,2,7.66,MOY73,True yeld,10
LEN85,0,1985,1,8.46,MOY73,Milk,12
HAR81,1,1981,2,6.98,MOY76,Summer yeld,5
HAR82,1,1982,1,7.08,MOY76,Milk,6
HAR84,0,1984,2,7,MOY76,True yeld,8
HAR85,0,1985,2,6.63,MOY76,Winter yeld,9
MOO86,1,1986,2,5.74,MOY82,Naive,4
MOO91,1,1991,2,6.38,MOY82,Winter yeld,9
MOO95,1,1995,1,5.85,MOY82,Milk,13
DAI12,1,2012,2,7.54,MRG03,True yeld,9
DAI14,0,2014,2,6.52,MRG03,True yeld,11
RAS17,0,2017,2,5.42,MTT08,Milk,9
KLP14,0,2014,2,5.61,MTT10,Naive,4
KLP18,1,2018,1,6.6,MTT10,True yeld,8
KLP20,1,2020,2,7.61,MTT10,True yeld,10
BRG89,0,1989,1,7.12,MUR85,Naive,4
BRG90,1,1990,2,8.02,MUR85,Winter yeld,5
BRG92,1,1992,2,7.9,MUR85,True yeld,7
BRG94,1,1994,1,7.28,MUR85,True yeld,9
BRG95,1,1995,2,5.46,MUR85,Milk,10
BRG96,1,1996,2,7.5,MUR85,Milk,11
BRG98,0,1998,2,6.58,MUR85,True yeld,13
TUR83,1,1983,1,6.91,MUS77,True yeld,6
TUR85,1,1985,1,6.85,MUS77,True yeld,8
TUR87,1,1987,1,7.24,MUS77,True yeld,10
TUR92,0,1992,2,7.64,MUS77,True yeld,15
PEP86,1,1986,2,6.23,MUS81,Milk,5
PEP88,1,1988,2,6.68,MUS81,True yeld,7
PEP90,1,1990,1,6.6,MUS81,True yeld,9
PEP91,1,1991,1,7.62,MUS81,Milk,10
PEP93,1,1993,1,6.82,MUS81,True yeld,12
PEP94,0,1994,2,5.06,MUS81,Milk,13
PEP95,1,1995,2,5.58,MUS81,Winter yeld,14
VIN88,1,1988,2,6.98,MUS84,Naive,4
VIN91,1,1991,1,6.92,MUS84,True yeld,7
VIN93,1,1993,1,7.54,MUS84,True yeld,9
VIN95,1,1995,1,6.93,MUS84,True yeld,11
VIN97,1,1997,1,7.12,MUS84,True yeld,13
VIN99,1,1999,2,7.36,MUS84,True yeld,15
PIC90,1,1990,2,7.32,MUS85,Summer yeld,5
PIC91,1,1991,1,7.41,MUS85,Milk,6
PIC93,1,1993,2,7.31,MUS85,True yeld,8
PIC96,1,1996,2,9.42,MUS85,True yeld,11
PIC98,1,1998,1,7.28,MUS85,True yeld,13
PIC00,1,2000,2,7.32,MUS85,True yeld,15
WHO79,1,1979,1,7.88,MYR74,Summer yeld,5
WHO85,0,1985,1,7.86,MYR74,True yeld,11
MYR74,1,1974,1,7.47,MYRTL,True yeld,7
MYR76,1,1976,2,7.68,MYRTL,True yeld,9
TKN94,1,1994,1,6.08,NAK90,Naive,4
TKN99,1,1999,2,7.44,NAK90,Milk,9
ZAP13,0,2013,1,4.48,NAV08,Summer yeld,5
PUE15,1,2015,2,4.64,NAV12,Naive,3
PUE16,0,2016,2,5.42,NAV12,Milk,4
PUE17,1,2017,2,7.21,NAV12,Winter yeld,5
PUE19,1,2019,2,7.74,NAV12,Milk,7
ZUN17,0,2017,1,5.64,NAV14,Naive,3
YUM19,1,2019,1,6.18,NAV15,Summer yeld,4
YUM20,1,2020,1,,NAV15,Milk,5
HNY12,1,2012,1,8.84,NEC08,Naive,4
HNY14,1,2014,1,7.98,NEC08,True yeld,6
HNY17,0,2017,2,9.26,NEC08,Summer yeld,9
VES07,1,2007,2,6.36,NET02,Milk,5
VES08,1,2008,2,6.69,NET02,Milk,6
VES12,1,2012,2,8.76,NET02,True yeld,10
VES13,0,2013,1,6.43,NET02,Milk,11
BUM04,0,2004,2,8.84,NET99,Naive,5
BUM06,1,2006,1,6.62,NET99,True yeld,7
BUM09,0,2009,2,8.46,NET99,Summer yeld,10
NON80,0,1980,2,4.84,NOB76,Naive,4
NON84,1,1984,2,5.1,NOB76,Summer yeld,8
NON85,0,1985,2,3.54,NOB76,Milk,9
NON86,1,1986,1,4.4,NOB76,Winter yeld,10
NON87,0,1987,2,4.7,NOB76,Milk,11
DOO90,0,1990,1,5.05,NON86,Naive,4
POR92,0,1992,1,7.62,OAT87,Naive,5
SKI94,1,1994,1,5.84,OAT90,Naive,4
SKI97,1,1997,2,5.94,OAT90,True yeld,7
BNN99,0,1999,1,7.84,OAT94,Summer yeld,5
ALC89,1,1989,1,6.68,OCC85,Naive,4
CRO88,0,1988,1,8.84,OCH85,Naive,3
CRO90,1,1990,1,7.64,OCH85,True yeld,5
CRO92,0,1992,2,7.73,OCH85,True yeld,7
SRL91,1,1991,1,6.76,OCH87,Naive,4
SRL92,0,1992,2,7.17,OCH87,Milk,5
TRT94,0,1994,2,6.73,OCH90,Naive,4
TRT95,1,1995,2,5.28,OCH90,Winter yeld,5
TRT97,1,1997,1,6.46,OCH90,Summer yeld,7
TRT98,1,1998,1,7.78,OCH90,Milk,8
TRT00,1,2000,1,8.03,OCH90,True yeld,10
TRT02,1,2002,2,7.52,OCH90,True yeld,12
TRT03,1,2003,1,6.49,OCH90,Milk,13
TRT05,1,2005,1,6.42,OCH90,True yeld,15
CRM99,1,1999,1,5.76,OCH96,Naive,3
CRM01,1,2001,1,5.86,OCH96,True yeld,5
CRM05,1,2005,1,6.12,OCH96,True yeld,9
CRM07,1,2007,2,7.44,OCH96,True yeld,11
BYL19,1,2019,1,6.53,ONY15,Naive,4
BYL21,0,2021,1,7.08,ONY15,True yeld,6
LEX07,0,2007,2,6.14,OPA03,Naive,4
BIJ13,0,2013,2,6.2,OPA07,Naive,6
BIJ16,0,2016,1,7.26,OPA07,True yeld,9
AME13,1,2013,2,5.68,OPA08,Summer yeld,5
AME16,0,2016,2,6.38,OPA08,Milk,8
STB04,0,2004,1,6.74,OPA99,Naive,5
HEL00,1,2000,1,6.04,ORC95,Naive,5
HEL01,0,2001,2,4.54,ORC95,Milk,6
HEL03,0,2003,1,8.81,ORC95,True yeld,8
HEL05,1,2005,2,6.51,ORC95,True yeld,10
HEL07,0,2007,1,6.21,ORC95,True yeld,12
TWA01,0,2001,2,5.59,ORC97,Naive,4
PRT96,1,1996,1,5.78,ORP92,Naive,4
PRT97,1,1997,2,5.3,ORP92,Milk,5
PRT99,0,1999,2,6.64,ORP92,True yeld,7
LEA15,1,2015,2,7.5,ORY07,Naive,8
OTC75,1,1975,2,6.31,OTA72,Naive,3
OTC76,1,1976,2,7.14,OTA72,Milk,4
PRK83,1,1983,2,6.9,OTA78,Naive,5
TIG86,1,1986,2,7.24,OTA80,Summer yeld,6
TIG89,1,1989,2,6.12,OTA80,True yeld,9
TIG93,1,1993,2,8.22,OTA80,Summer yeld,13
OTA71,1,1971,1,6.58,OTAGG,Milk,5
OTA72,1,1972,1,8.92,OTAGG,Milk,6
OTA75,1,1975,2,8.29,OTAGG,Milk,9
OTA76,1,1976,2,9.28,OTAGG,Milk,10
OTA77,1,1977,2,7.34,OTAGG,Milk,11
OTA78,1,1978,1,7.62,OTAGG,Milk,12
OTA80,1,1980,1,6.7,OTAGG,Summer yeld,14
OTA81,1,1981,2,7.49,OTAGG,Milk,15
COF01,1,2001,1,6.76,OVA97,Naive,4
PRN98,1,1998,2,4.88,OXA95,Naive,3
PRN99,1,1999,2,7.45,OXA95,Milk,4
PRN01,1,2001,2,7.32,OXA95,True yeld,6
RHE09,1,2009,2,5.64,OXY05,Naive,4
RHE12,1,2012,1,5.54,OXY05,True yeld,7
RHE13,0,2013,1,3.44,OXY05,Milk,8
RHE16,0,2016,1,6.55,OXY05,True yeld,11
HIM12,0,2012,1,5.04,OXY06,True yeld,6
HIM13,0,2013,2,2.58,OXY06,Winter yeld,7
HIM17,0,2017,2,4.02,OXY06,Summer yeld,11
SLL04,0,2004,1,4.75,PAN00,Naive,4
SLL06,1,2006,2,6.53,PAN00,True yeld,6
SLL07,1,2007,1,5.38,PAN00,Milk,7
SLL09,1,2009,1,5.62,PAN00,True yeld,9
SLL11,0,2011,2,5.82,PAN00,Summer yeld,11
SLL13,0,2013,2,6.54,PAN00,True yeld,13
CCH10,1,2010,2,5.86,PAN06,Naive,4
CCH15,1,2015,2,6.49,PAN06,Milk,9
CCH16,1,2016,2,7.87,PAN06,Milk,10
CCH17,0,2017,1,6.24,PAN06,Milk,11
CCH20,0,2020,1,7.41,PAN06,Summer yeld,14
THS92,0,1992,1,7.1,PAP87,Summer yeld,5
THS96,1,1996,1,8.64,PAP87,Milk,9
THS98,1,1998,1,,PAP87,True yeld,11
BNS07,1,2007,1,8.16,PCL02,True yeld,5
BNS09,1,2009,1,7.12,PCL02,True yeld,7
ARE17,0,2017,1,5.76,PCN10,Milk,7
FLU10,0,2010,2,5.08,PCO06,Naive,4
FLU13,1,2013,1,6.21,PCO06,Summer yeld,7
TEL90,1,1990,1,7.64,PEC81,Milk,9
BUS90,1,1990,1,6.41,PEC86,Naive,4
BUS92,1,1992,1,7.02,PEC86,True yeld,6
FRA95,1,1995,2,6.64,PEN90,Milk,5
FRA96,1,1996,2,8.08,PEN90,Milk,6
FRA98,1,1998,2,8.81,PEN90,True yeld,8
FRA01,0,2001,2,7.94,PEN90,Summer yeld,11
FRA04,0,2004,1,6.92,PEN90,Summer yeld,14
PPK94,1,1994,1,6.19,PEP90,Naive,4
PPK96,1,1996,2,5.78,PEP90,True yeld,6
CHL98,1,1998,2,6.76,PEP91,True yeld,7
CHL00,1,2000,2,6.43,PEP91,Summer yeld,9
CHL02,1,2002,1,6.74,PEP91,True yeld,11
CPS97,1,1997,1,6.38,PEP93,Naive,4
CPS99,0,1999,1,6.46,PEP93,True yeld,6
CPS00,1,2000,1,6.84,PEP93,Winter yeld,7
EBO88,1,1988,2,6.4,PET83,Summer yeld,5
EBO90,1,1990,1,6.48,PET83,True yeld,7
EBO92,0,1992,1,5.78,PET83,True yeld,9
BEE90,1,1990,1,6.42,PET85,Summer yeld,5
BEE91,0,1991,1,5.12,PET85,Milk,6
BEE94,1,1994,1,6.41,PET85,Milk,9
SYC91,1,1991,1,3.78,PET87,Naive,4
SYC94,1,1994,2,5.62,PET87,Summer yeld,7
SYC96,1,1996,2,6.12,PET87,Summer yeld,9
SYC97,1,1997,2,5.42,PET87,Milk,10
SYC98,1,1998,2,6.44,PET87,Milk,11
SYC00,1,2000,2,5.1,PET87,True yeld,13
SYC02,1,2002,2,5.84,PET87,True yeld,15
PRI82,1,1982,2,7.52,PGB74,Summer yeld,8
PRI85,1,1985,2,7.64,PGB74,Summer yeld,11
PRI90,1,1990,1,6.42,PGB74,Milk,16
COW79,1,1979,1,5.25,PGB75,Naive,4
COW80,1,1980,2,8.11,PGB75,Milk,5
THR80,1,1980,1,7.14,PGB76,Naive,4
CHI89,1,1989,1,6.62,PGB83,True yeld,6
DIT91,1,1991,2,7.66,PIB83,Summer yeld,8
DIT92,0,1992,2,6.31,PIB83,Milk,9
CHU95,1,1995,2,8.26,PIC91,Naive,4
CHU97,0,1997,2,8,PIC91,True yeld,6
PCL02,1,2002,1,5.84,PIC98,Naive,4
PCL04,1,2004,2,7.78,PIC98,True yeld,6
PCL06,1,2006,2,7.66,PIC98,True yeld,8
PHL96,1,1996,1,6.64,PID89,Summer yeld,7
PHL98,0,1998,2,6.98,PID89,Milk,9
PAN00,1,2000,1,5.11,PID95,Naive,5
PAN01,0,2001,1,4.62,PID95,Milk,6
PAN03,1,2003,2,6.94,PID95,Summer yeld,8
PAN04,0,2004,1,6.04,PID95,Milk,9
PAN05,1,2005,2,6.17,PID95,Winter yeld,10
PAN06,1,2006,1,6.28,PID95,Milk,11
PAN07,1,2007,2,4.84,PID95,Milk,12
PAN09,1,2009,2,5.94,PID95,True yeld,14
HIA01,0,2001,1,3.81,PID97,Naive,4
HIA03,1,2003,2,6.36,PID97,True yeld,6
HIA04,0,2004,1,3.75,PID97,Milk,7
HIA06,1,2006,2,5.14,PID97,Summer yeld,9
HIA08,1,2008,2,5.23,PID97,Summer yeld,11
HIA11,0,2011,2,4.62,PID97,True yeld,14
OCT22,0,2022,2,7.48,PKN18,Naive,4
FEA85,0,1985,2,4.68,PLO82,Naive,3
FEA88,0,1988,1,6.42,PLO82,Milk,6
FEA89,0,1989,1,6.08,PLO82,Winter yeld,7
FEA90,1,1990,2,7.14,PLO82,Winter yeld,8
FEA91,0,1991,1,4.82,PLO82,Milk,9
FEA94,1,1994,1,5.72,PLO82,Milk,12
FEA95,1,1995,1,5.64,PLO82,Milk,13
FEA97,1,1997,1,6.28,PLO82,Summer yeld,15
GAL81,0,1981,1,5.76,POL77,Naive,4
GAL83,1,1983,1,5.62,POL77,True yeld,6
GAL85,1,1985,1,6.74,POL77,Summer yeld,8
GAL87,1,1987,2,7.66,POL77,Summer yeld,10
GAL89,1,1989,1,7.28,POL77,True yeld,12
GAL90,0,1990,2,6.5,POL77,Milk,13
GEM83,0,1983,1,2.82,POL79,Naive,4
GEM84,0,1984,2,5.81,POL79,Winter yeld,5
GEM85,0,1985,2,5.48,POL79,Winter yeld,6
GEM88,0,1988,2,6.28,POL79,Winter yeld,9
GEM90,0,1990,1,6.24,POL79,True yeld,11
GEM91,0,1991,2,5.91,POL79,Winter yeld,12
POL79,1,1979,1,6.46,POLLU,True yeld,10
POL81,0,1981,1,5.28,POLLU,True yeld,12
POL84,1,1984,2,7.66,POLLU,True yeld,15
PUF01,0,2001,2,4.24,POM97,Naive,4
PUF03,0,2003,1,6.02,POM97,True yeld,6
PUF04,0,2004,1,4.31,POM97,Winter yeld,7
PUF05,0,2005,2,3.53,POM97,Winter yeld,8
PUF06,1,2006,1,5.15,POM97,Winter yeld,9
PUF07,1,2007,1,3.84,POM97,Milk,10
PUF10,0,2010,2,3.84,POM97,True yeld,13
CER08,1,2008,2,9.78,PRC02,Summer yeld,6
MAJ10,1,2010,2,4.83,PRC06,Naive,4
MAJ12,1,2012,1,7.94,PRC06,True yeld,6
MAJ13,1,2013,1,8.18,PRC06,Milk,7
MAJ14,1,2014,1,7.58,PRC06,Milk,8
MAJ16,1,2016,2,8.02,PRC06,True yeld,10
MAJ20,1,2020,2,6.42,PRC06,Milk,14
DRE12,1,2012,2,6.01,PRC09,Naive,3
DRE14,1,2014,2,6.96,PRC09,True yeld,5
DRE15,1,2015,2,5.13,PRC09,Milk,6
EME21,0,2021,2,7.54,PRL17,Naive,4
QUE21,0,2021,1,5.32,PSS18,Naive,3
BAC98,1,1998,1,5.62,PTN93,Summer yeld,5
BAC99,0,1999,2,5.02,PTN93,Milk,6
BAC03,1,2003,2,5.33,PTN93,True yeld,10
ALL11,0,2011,1,5.02,PUF06,Naive,5
ALL16,0,2016,2,5.34,PUF06,Milk,10
ALL17,1,2017,1,5.38,PUF06,Winter yeld,11
ALL20,0,2020,2,6.24,PUF06,Milk,14
ALL21,0,2021,2,6.32,PUF06,Winter yeld,15
ADI20,0,2020,2,4.74,QTZ16,Naive,4
ADI21,0,2021,1,5.98,QTZ16,Winter yeld,5
HDI08,0,2008,2,5.86,RAP03,Naive,5
HDI11,0,2011,1,6.34,RAP03,True yeld,8
LEI10,0,2010,2,6.01,RAP06,Naive,4
LEI12,1,2012,1,7.82,RAP06,True yeld,6
LEI15,1,2015,1,7.41,RAP06,True yeld,9
MLA18,1,2018,1,6.59,RAS12,True yeld,6
MLA20,1,2020,2,8.41,RAS12,Milk,8
JMC18,1,2018,2,7.18,RAS13,Summer yeld,5
JMC20,1,2020,2,8.11,RAS13,Summer yeld,7
SAP06,0,2006,2,6.18,RBY02,Naive,4
SAP08,0,2008,2,5.38,RBY02,True yeld,6
SAP11,0,2011,2,6.42,RBY02,True yeld,9
